age,income,credit_score,account_balance,num_transactions,days_since_signup,engagement_score,risk_score
39.96714153011233,70990.33154879004,666.2410862512809,8539.120402026763,27,284.05889848262245,21.800757778866156,7.1349097757206525
33.61735698828815,63869.50524369153,692.7740664642241,20542.381689356003,25,233.01463369858723,15.686215856031838,5.62047526044999
41.47688538100692,50894.45554880261,660.3790039500019,1503.3018972719208,15,221.0546901218788,21.661796489746415,5.200148641677554
50.23029856408026,40295.94833441639,684.601923518048,17486.93915561699,27,47.94814746848165,30.630881702121464,1.0037027675005572
32.658466252766644,60473.34970420385,605.3192666523107,2821.4297415654246,26,77.06716828149831,12.2205345472293,1.2458297128094018
32.6586304305082,55902.28078132625,710.6646853686469,2134.86472639357,17,238.55404773139313,28.017847303081744,3.973582377234452
50.79212815507391,63427.89830041598,700.0602737681112,258.30642606752446,18,99.62098688871,6.0013400553736584,1.6068875767841793
42.67434729152909,59527.57702522954,659.1455684465905,271.0416837253274,21,198.86347671572216,10.00496585041579,2.6929994389585223
30.305256140650478,65743.29072979002,732.9622834216202,5888.46020978852,23,212.53536481984682,17.72708897618417,2.5418802359254684
40.42560043585965,41971.47182659148,746.8785068813279,3061.791397719095,17,124.9749087407647,37.207174299135595,5.017468475590014
30.365823071875376,69760.91098451489,619.6220067815512,1284.2878401807568,24,347.7224271064001,16.94277492671208,4.087643716243943
30.34270246429743,52963.994070386,661.8637610716893,4759.2049292871925,22,312.22547578991765,13.70409074454554,6.764562371896507
37.41962271566034,81128.91308937898,661.5428825106351,1457.5008823830735,21,271.9951250569875,20.467615973288396,4.144747260976693
18.0,39662.18272865648,653.0048449445568,4309.388627103655,18,56.12794524715204,19.635922818670764,3.917291049114175
18.0,76039.45704747873,741.4737420965874,2225.257667094912,9,65.55355646852152,62.65188134614217,3.3317624855537726
29.377124707590273,52968.66175193972,690.3086930613598,8673.651739398309,18,195.08175086476015,19.757630022899704,7.475936933886784
24.87168879665576,40228.72994578327,686.7742579344695,8593.367431283086,15,83.8389719789802,53.30655608164088,3.35927484259789
38.142473325952736,42741.71248918518,599.8068817796623,3244.220083708896,30,357.71893028237383,20.218499746778907,1.8525897240827591
25.91975924478789,45194.7903770852,731.7709015104613,2160.219394899083,24,83.10427839918216,48.92601108626471,5.3777946092554645
20.876962986647086,56362.48919602875,638.0370802573264,2251.4740243649117,24,193.3017248804313,12.730692835085822,3.0521247757578576
49.65648768921554,57842.5323205325,702.9966315133164,8192.133421825596,22,151.98055404190433,55.931325916087985,6.225235374736158
32.74223699513465,41394.49994092131,713.8688468979096,1988.8203081482577,22,244.1944511871228,24.000048546779876,8.017387934970207
35.67528204687924,49634.68111608526,768.0329297919326,1172.6618780401755,12,73.22719697795735,9.353710647427063,2.846467139769433
20.752518137865433,82134.05537917795,634.5589800440443,442.45330864340747,17,174.15600339420095,45.948315492548474,7.826461696199111
29.556172754748175,75913.14755151067,549.0243922089587,3143.2913115542137,18,122.02618599039312,13.955920052851308,6.336399045978172
36.10922589709866,56544.85504511048,709.1924772376848,3290.175432324232,21,327.3967607650155,27.715581566166918,2.138152260100012
23.490064225776973,50570.05217252301,790.0255590755427,9191.385465563266,18,43.59621356512285,38.07281196718463,1.63391013535643
38.75698018345672,51800.46990077392,761.9473176469719,1250.2534699439354,15,336.09871049216383,8.975495802118774,1.517142469771262
28.99361310081195,59202.769590956246,710.4829707637313,2398.1795446533665,17,309.0530364152551,1.8449496912116417,1.2181221113271012
32.083062502067236,34658.111522023915,675.4181907183977,8261.876831831261,21,129.6861900076732,39.06645012964252,7.321623145171247
28.98293387770603,46139.35193864982,740.3561298318655,8675.674960755783,18,294.41236931683005,20.40474107613253,2.8784073105386523
53.522781845089376,24971.238891836158,651.3226900147765,2427.504071358549,16,40.45654271348043,5.780274301452089,1.9276766545322597
34.86502775262066,55988.34683907919,723.8178884678109,3072.8263731820925,24,353.89995934828687,27.379275917131878,2.2440993223647294
24.422890710440996,59707.939095541115,725.2735079583314,1806.9006287531845,18,206.40930576757944,18.28247080378786,4.849901391546154
43.225449121031886,42752.20306550939,753.010495374944,13482.205126989522,17,131.59914373192416,20.83495708770102,9.519432594095726
22.791563500289776,73609.80144935049,837.983001945554,631.4669130403347,21,151.4653762192168,19.010263327775352,2.163219010533288
37.08863595004755,31613.515054964882,719.6207983589384,13571.555523709792,18,52.24579340926662,45.98351441477627,5.851466166712598
18.0,28034.376796852695,674.551818714625,5757.952669500004,14,361.43208720408313,33.7862528324777,3.3491897466315375
21.718139511015693,53366.77727839958,698.7212843904002,3791.8659851665666,13,43.162801625481976,9.743714450087326,4.891045365566864
36.96861235869123,65706.47453918232,611.5462047555441,166.02135752814144,14,249.3938862545328,5.421522832897378,1.7168680625482573
42.38466579995411,75258.91537186803,665.2643434455471,3227.4663257359944,28,178.31653578166353,46.5514230501897,5.436439606120619
36.7136828118997,43116.7360569659,679.5358780943448,2619.116181453349,32,347.88693309321957,76.80620600389237,2.7010587836741524
33.843517176117594,66180.21250146943,673.7955801032704,879.0270372663538,23,112.40991300277638,23.41302878224865,2.330149320766441
31.988963044107113,49422.372957489395,707.6177436016861,5341.52519457652,26,208.2490860192338,25.85356106283528,3.2491702269713616
20.214780096325725,47410.59050088771,658.87900338089,17728.38368881519,20,191.58932987522223,30.712842595671802,5.104297471502167
27.801557916052914,63254.89906230009,756.0515333662236,4129.837685176118,18,265.46025875678396,32.74199068782788,2.945576005734938
30.393612290402125,59784.84317620129,700.0103532459099,6272.003882624176,24,52.78342770406087,21.12230037060271,2.3487280974235425
45.57122226218915,26354.11764523626,699.5349839430693,354.52949668158544,30,94.91935855782387,37.81279330007573,3.021570870284983
38.43618289568462,72148.10524588844,683.6052641743541,2703.5641137150756,21,101.8792147311047,25.29821305180149,2.9650833155081076
18.0,70701.37031221177,707.759534192949,618.5191239833108,10,277.28050287196606,7.582109057494653,4.8155061893652045
38.24083969394795,40616.55947735706,741.2549132333818,4744.015841541464,19,93.36146326945793,41.59508846905074,2.472652004928629
31.149177195836835,55937.05300156114,656.643489214455,13942.140179522912,19,222.11974090347718,19.3375953036404,2.4234997350146275
28.230779996940413,57410.45279424108,667.0941755462371,5420.260016915132,31,102.1066798678195,30.501719550379875,1.7298993162449443
41.11676288840868,53910.10648735861,684.8136985611668,399.56342567061586,20,318.64435827813276,46.09748390818546,5.035491016461297
45.30999522495951,41745.422692318694,632.7064538263393,2189.9379219915145,27,345.6321272540289,34.61747412440302,3.700670844852889
44.31280119116199,39925.64948092923,659.0371070139252,3999.914802101498,18,203.69514660565056,51.720967871972555,7.445080366598308
26.607824767773614,49616.688935128324,676.188956322767,2580.9311318943373,25,148.0234762100747,44.68389465748879,6.813315915307582
31.907876241487855,67590.93528889047,743.7194590356364,8968.126358031534,22,108.40935463086221,43.21309087971626,3.9726824476341047
38.31263431403564,58154.002318916486,713.1280664500963,8428.113401910903,19,46.67663551021966,25.278448909891566,3.09743057580063
44.75545127122359,44440.78501870841,709.6794955683772,4731.572594850992,19,119.94752552616096,12.432745910762073,3.357214130144792
30.2082576215471,61575.48065972517,742.5448981083986,2337.696901076391,19,249.1689862816815,6.283824275030549,2.03638092323257
33.14341023336183,20000.0,693.1314105800302,1474.1133548511468,18,208.76167198858562,35.782060042391244,1.745676702567052
23.936650259939718,67231.48550558156,719.5232424964445,559.544650176805,15,346.2538282241107,35.23696517789642,1.5387844465777483
23.037933759193294,23904.293318328506,694.8389123533752,2191.731722567041,21,162.7528829347197,6.9762161261788895,2.9033201246850524
43.125258223941984,44563.38587895302,713.2681174699815,2665.121993928499,17,262.44421968001217,18.747163841827856,0.20041901933184114
48.56240028570823,33204.95158060784,670.8620671194209,5632.326925124914,20,193.92312040416567,10.818615600363012,9.275775832491657
34.27989878419666,30579.777864186413,578.0591420861786,5367.059868281256,31,201.71303233461092,49.27804490835787,1.393048421701257
45.03532897892024,67412.4018106778,693.2860418906848,363.43489389965566,20,119.70439539237935,14.92694093279938,10.968492228645335
38.61636025047634,42984.48198032163,771.137406804997,2514.777666913536,20,182.4085102420699,54.4808127323102,1.4106578305902249
28.548802453948756,55197.55822596073,746.3107701120796,1003.1132271889609,16,187.71297399925695,41.05295472785979,3.3714174512246986
38.61395605508414,49296.19131681224,748.2698742295586,852.8308464195053,14,266.72524478589287,2.6592238491727644,4.433131514616048
50.38036566465969,57155.612408346824,761.8065360903109,8781.05870859818,22,345.11439972734814,58.46196094727675,3.5955791478120864
34.64173960890049,51152.32836590383,704.4328795480719,214.0950231550728,21,140.32262795663894,4.81860787834624,2.158228415095885
50.64643655814006,30755.116637171457,709.8657853702798,2716.5966613329324,23,44.13715697473498,36.199761819166945,2.0735638377153327
18.0,64944.002291707104,669.1174052282825,920.8382334480892,23,196.2588670427143,44.452164760997974,5.896087209058452
43.21902504375224,42593.65125258031,684.1963571986475,10573.487596197598,18,212.39454626997147,41.58547151893631,7.591929547082077
35.870470682381715,26651.271520103735,730.7885574885571,4071.38482603557,12,86.42758462919161,8.841067401107656,0.6145198579872277
32.009926495341325,43578.27258551131,760.1942218584409,1315.797039000406,14,284.75564310248234,47.15625233688158,4.027259764854291
35.91760776535502,72511.39685951466,693.02768621595,3490.0678830690413,25,359.9512513278997,33.68306036494141,5.1317668381200745
18.0,62753.32613170239,677.4905367574294,6574.2678223649755,18,346.8345301978344,19.457492804201546,3.8264770712305363
32.80328112162488,44770.21798388211,700.0263979428298,15864.496757970013,25,96.03052300592348,15.088005388344685,0.9612639216175166
38.57112571511746,44761.13443522357,730.0603374464557,1245.1666157664185,26,323.24668536675483,34.04639347063897,4.851567168969996
